  No.   E(hr.)    dos(hr.)       E(eV)          dos(eV)    sum
   1886  -0.2913     12.77530320     -6.1789    0.4694837333    2.9509
   1896  -0.2903     12.60737713     -6.1517    0.4633125639    2.9635
   1906  -0.2893     12.50642078     -6.1245    0.4596024866    2.9761
   1916  -0.2883     12.43117737     -6.0973    0.4568373421    2.9886
   1926  -0.2873     12.30513124     -6.0701    0.4522052324    3.0009
   1936  -0.2863     12.06533772     -6.0429    0.4433929829    3.0131
   1946  -0.2853     11.92983768     -6.0156    0.4384134484    3.0251
   1956  -0.2843     11.83286941     -5.9884    0.4348499300    3.0370
   1966  -0.2833     11.72167371     -5.9612    0.4307635634    3.0488
   1976  -0.2823     11.56180876     -5.9340    0.4248886349    3.0604
   1986  -0.2813     11.55896548     -5.9068    0.4247841466    3.0720
   1996  -0.2803     11.34715271     -5.8796    0.4170001707    3.0834
   2006  -0.2793     11.23641118     -5.8524    0.4129304947    3.0947
   2016  -0.2783     11.13558370     -5.8252    0.4092251531    3.1059
   2026  -0.2773     10.94873730     -5.7980    0.4023586743    3.1169
   2036  -0.2763     10.88082864     -5.7707    0.3998630774    3.1279
   2046  -0.2753     10.80485349     -5.7435    0.3970710419    3.1387
   2056  -0.2743     10.74649813     -5.7163    0.3949265222    3.1495
   2066  -0.2733     10.56475118     -5.6891    0.3882474449    3.1601
   2076  -0.2723     10.44407922     -5.6619    0.3838128323    3.1706
   2086  -0.2713     10.34388618     -5.6347    0.3801308056    3.1810
   2096  -0.2703     10.25600673     -5.6075    0.3769012957    3.1913
   2106  -0.2693     10.17636765     -5.5803    0.3739746133    3.2016
   2116  -0.2683     10.04247711     -5.5531    0.3690542267    3.2117
   2126  -0.2673     10.06547109     -5.5258    0.3698992399    3.2217
   2136  -0.2663      9.88881157     -5.4986    0.3634071224    3.2317
   2146  -0.2653      9.80010665     -5.4714    0.3601472766    3.2415
   2156  -0.2643      9.65709242     -5.4442    0.3548916005    3.2513
   2166  -0.2633      9.55508297     -5.4170    0.3511428226    3.2609
   2176  -0.2623      9.49267026     -5.3898    0.3488491976    3.2704
   2186  -0.2613      9.41554237     -5.3626    0.3460148000    3.2798
   2196  -0.2603      9.43261660     -5.3354    0.3466422662    3.2893
   2206  -0.2593      9.24287825     -5.3082    0.3396695108    3.2986
   2216  -0.2583      9.15205263     -5.2809    0.3363317307    3.3078
   2226  -0.2573      9.05620921     -5.2537    0.3328095501    3.3169
   2236  -0.2563      8.98452950     -5.2265    0.3301753692    3.3259
   2246  -0.2553      8.89475933     -5.1993    0.3268763764    3.3349
   2256  -0.2543      8.78798478     -5.1721    0.3229524838    3.3437
   2266  -0.2533      8.76044451     -5.1449    0.3219403977    3.3525
   2276  -0.2523      8.75352998     -5.1177    0.3216862933    3.3613
   2286  -0.2513      8.60033741     -5.0905    0.3160565702    3.3699
   2296  -0.2503      8.53585761     -5.0632    0.3136869814    3.3785
   2306  -0.2493      8.39782141     -5.0360    0.3086142446    3.3870
   2316  -0.2483      8.32122014     -5.0088    0.3057991999    3.3953
   2326  -0.2473      8.27670990     -4.9816    0.3041634786    3.4036
   2336  -0.2463      8.21617859     -4.9544    0.3019389941    3.4119
   2346  -0.2453      8.16887385     -4.9272    0.3002005770    3.4200
   2356  -0.2443      8.07550335     -4.9000    0.2967692743    3.4282
   2366  -0.2433      7.99291202     -4.8728    0.2937340991    3.4362
   2376  -0.2423      7.90312326     -4.8456    0.2904344227    3.4442
   2386  -0.2413      7.84924816     -4.8183    0.2884545494    3.4520
   2396  -0.2403      7.76816878     -4.7911    0.2854749371    3.4599
   2406  -0.2393      7.66534377     -4.7639    0.2816961880    3.4676
   2416  -0.2383      7.63569569     -4.7367    0.2806066408    3.4752
   2426  -0.2373      7.67651844     -4.7095    0.2821068493    3.4829
   2436  -0.2363      7.53586978     -4.6823    0.2769381066    3.4905
   2446  -0.2353      7.42255854     -4.6551    0.2727739951    3.4980
   2456  -0.2343      7.35280881     -4.6279    0.2702107398    3.5053
   2466  -0.2333      7.27926187     -4.6007    0.2675079398    3.5127
   2476  -0.2323      7.22644431     -4.5734    0.2655669300    3.5199
   2486  -0.2313      7.21292715     -4.5462    0.2650701838    3.5271
   2496  -0.2303      7.11439064     -4.5190    0.2614490336    3.5343
   2506  -0.2293      7.93892090     -4.4918    0.2917499619    3.5415
   2516  -0.2283     19.09635791     -4.4646    0.7017782094    3.5555
   2526  -0.2273     18.84423134     -4.4374    0.6925127287    3.5746
   2536  -0.2263     19.69081635     -4.4102    0.7236241541    3.5934
   2546  -0.2253     18.57695757     -4.3830    0.6826905987    3.6127
   2556  -0.2243     19.27560200     -4.3558    0.7083653080    3.6317
   2566  -0.2233     19.15086675     -4.3285    0.7037813720    3.6509
   2576  -0.2223     19.40130712     -4.3013    0.7129848860    3.6700
   2586  -0.2213     19.28019861     -4.2741    0.7085342304    3.6894
   2596  -0.2203     19.62135689     -4.2469    0.7210715660    3.7089
   2606  -0.2193     19.50135910     -4.2197    0.7166617286    3.7284
   2616  -0.2183     19.24031663     -4.1925    0.7070685947    3.7478
   2626  -0.2173     19.63712802     -4.1653    0.7216511441    3.7672
   2636  -0.2163     19.97260709     -4.1381    0.7339797728    3.7871
   2646  -0.2153     19.41967482     -4.1109    0.7136598867    3.8068
   2656  -0.2143     19.71418469     -4.0836    0.7244829248    3.8263
   2666  -0.2133     20.08727068     -4.0564    0.7381935817    3.8462
   2676  -0.2123     20.20116233     -4.0292    0.7423790229    3.8664
   2686  -0.2113     19.89180944     -4.0020    0.7310105138    3.8864
   2696  -0.2103     20.01799448     -3.9748    0.7356477284    3.9064
   2706  -0.2093     20.34150266     -3.9476    0.7475364347    3.9266
   2716  -0.2083     20.32729202     -3.9204    0.7470142036    3.9469
   2726  -0.2073     20.39494161     -3.8932    0.7495002800    3.9673
   2736  -0.2063     20.48986512     -3.8659    0.7529886545    3.9877
   2746  -0.2053     20.76329130     -3.8387    0.7630368813    4.0084
   2756  -0.2043     20.62779456     -3.8115    0.7580574680    4.0290
   2766  -0.2033     20.75489260     -3.7843    0.7627282350    4.0497
   2776  -0.2023     21.16569795     -3.7571    0.7778250529    4.0707
   2786  -0.2013     21.21122347     -3.7299    0.7794980850    4.0919
   2796  -0.2003     21.05702836     -3.7027    0.7738315192    4.1130
   2806  -0.1993     21.21363145     -3.6755    0.7795865766    4.1341
   2816  -0.1983     21.47163225     -3.6483    0.7890679311    4.1555
   2826  -0.1973     21.95243149     -3.6210    0.8067369774    4.1772
   2836  -0.1963     21.87371317     -3.5938    0.8038441326    4.1991
   2846  -0.1953     21.83780877     -3.5666    0.8025246701    4.2209
   2856  -0.1943     22.09566934     -3.5394    0.8120008714    4.2429
   2866  -0.1933     22.33190068     -3.5122    0.8206822130    4.2651
   2876  -0.1923     22.60537733     -3.4850    0.8307322946    4.2876
   2886  -0.1913     22.92264491     -3.4578    0.8423916629    4.3103
   2896  -0.1903     23.11904597     -3.4306    0.8496092686    4.3334
   2906  -0.1893     23.35452022     -3.4034    0.8582627880    4.3566
   2916  -0.1883     23.74792433     -3.3761    0.8727201220    4.3802
   2926  -0.1873     23.82825647     -3.3489    0.8756722739    4.4040
   2936  -0.1863     24.13557357     -3.3217    0.8869659689    4.4279
   2946  -0.1853     24.66835999     -3.2945    0.9065455087    4.4523
   2956  -0.1843     25.18922433     -3.2673    0.9256869203    4.4772
   2966  -0.1833     26.18109433     -3.2401    0.9621374705    4.5030
   2976  -0.1823     26.47304129     -3.2129    0.9728663233    4.5293
   2986  -0.1813     26.93824600     -3.1857    0.9899622812    4.5559
   2996  -0.1803     28.12896425     -3.1585    1.0337203697    4.5834
   3006  -0.1793     30.09884234     -3.1312    1.1061120542    4.6124
   3016  -0.1783     55.75656632     -3.1040    2.0490160189    4.6544
   3026  -0.1773     66.87579315     -3.0768    2.4576400683    4.7152
   3036  -0.1763     86.85655538     -3.0496    3.1919195366    4.8004
   3046  -0.1753     22.34410202     -3.0224    0.8211306040    4.8483
   3056  -0.1743     23.33013932     -2.9952    0.8573668062    4.8711
   3066  -0.1733     23.80199286     -2.9680    0.8747071042    4.8947
   3076  -0.1723     24.35274998     -2.9408    0.8949470549    4.9188
   3086  -0.1713     25.02276704     -2.9135    0.9195697276    4.9435
   3096  -0.1703     26.24967683     -2.8863    0.9646578309    4.9690
   3106  -0.1693     27.51460913     -2.8591    1.0111432354    4.9960
   3116  -0.1683     28.66525583     -2.8319    1.0534287217    5.0240
   3126  -0.1673     29.99114048     -2.8047    1.1021540840    5.0533
   3136  -0.1663     33.20812489     -2.7775    1.2203760805    5.0848
   3146  -0.1653     36.68865683     -2.7503    1.3482832700    5.1197
   3156  -0.1643     48.46871741     -2.7231    1.7811925116    5.1615
   3166  -0.1633     40.96492679     -2.6959    1.5054332926    5.2083
   3176  -0.1623     34.01928448     -2.6686    1.2501856456    5.2451
   3186  -0.1613     72.29620948     -2.6414    2.6568366942    5.2892
   3196  -0.1603     86.57209285     -2.6142    3.1814657316    5.3812
   3206  -0.1593     65.71869565     -2.5870    2.4151175192    5.4549
   3216  -0.1583     57.64171416     -2.5598    2.1182939245    5.5155
   3226  -0.1573     54.70303324     -2.5326    2.0102993926    5.5715
   3236  -0.1563     53.41334106     -2.5054    1.9629040792    5.6256
   3246  -0.1553     58.12468859     -2.4782    2.1360429072    5.6792
   3256  -0.1543     49.80439990     -2.4510    1.8302779377    5.7368
   3266  -0.1533     38.58288205     -2.4237    1.4178947630    5.7801
   3276  -0.1523     35.08111668     -2.3965    1.2892072591    5.8159
   3286  -0.1513     38.01694319     -2.3693    1.3970968935    5.8525
   3296  -0.1503     42.22993442     -2.3421    1.5519214653    5.8926
   3306  -0.1493     40.69016329     -2.3149    1.4953359200    5.9345
   3316  -0.1483     37.06498579     -2.2877    1.3621131043    5.9733
   3326  -0.1473     35.79804356     -2.2605    1.3155538361    6.0089
   3336  -0.1463     43.04731354     -2.2333    1.5819595940    6.0488
   3346  -0.1453     45.54631664     -2.2061    1.6737962642    6.0931
   3356  -0.1443     41.01854494     -2.1788    1.5074037232    6.1371
   3366  -0.1433     38.92560940     -2.1516    1.4304897609    6.1767
   3376  -0.1423     38.83997967     -2.1244    1.4273429262    6.2154
   3386  -0.1413     37.87685559     -2.0972    1.3919487691    6.2540
   3396  -0.1403     36.96221471     -2.0700    1.3583363369    6.2913
   3406  -0.1393     37.82214792     -2.0428    1.3899382995    6.3285
   3416  -0.1383     36.41623006     -2.0156    1.3382717707    6.3659
   3426  -0.1373     36.10483097     -1.9884    1.3268280655    6.4021
   3436  -0.1363     36.38026436     -1.9612    1.3369500559    6.4382
   3446  -0.1353     35.98688922     -1.9339    1.3224937861    6.4745
   3456  -0.1343     35.25505856     -1.9067    1.2955995053    6.5101
