164 164
0 0 0 40 1
1 0 0 40 1
2 0 0 40 1
3 0 0 40 1
4 0 0 40 1
5 0 0 40 1
6 0 0 40 1
7 0 0 40 1
8 0 0 40 1
9 0 0 40 1
10 0 0 40 1
11 0 0 40 1
12 0 0 40 1
13 0 0 40 1
14 0 0 40 1
15 0 0 40 1
16 0 0 40 1
17 0 0 40 1
18 0 0 40 1
19 0 0 40 1
20 0 0 40 1
40 0 2 80 1
40 0 4 80 1
40 0 6 80 1
40 0 8 80 1
40 0 10 80 1
40 0 12 80 1
40 0 14 80 1
40 0 16 80 1
40 0 18 80 1
40 0 20 80 1
40 0 22 80 1
40 0 24 80 1
40 0 26 80 1
40 0 28 80 1
40 0 30 80 1
40 0 32 80 1
40 0 34 80 1
40 0 36 80 1
40 0 38 80 1
40 0 40 80 1
28 0 28 58 1
27 0 27 58 1
26 0 26 58 1
25 0 25 58 1
24 0 24 58 1
23 0 23 58 1
22 0 22 58 1
21 0 21 58 1
20 0 20 58 1
19 0 19 58 1
18 0 18 58 1
17 0 17 58 1
16 0 16 58 1
15 0 15 58 1
14 0 14 58 1
13 0 13 58 1
12 0 12 58 1
11 0 11 58 1
10 0 10 58 1
9 0 9 58 1
8 0 8 58 1
7 0 7 58 1
6 0 6 58 1
5 0 5 58 1
4 0 4 58 1
3 0 3 58 1
2 0 2 58 1
1 0 1 58 1
0 0 0 58 1
1 1 1 72 1
2 2 2 72 1
3 3 3 72 1
4 4 4 72 1
5 5 5 72 1
6 6 6 72 1
7 7 7 72 1
8 8 8 72 1
9 9 9 72 1
10 10 10 72 1
11 11 11 72 1
12 12 12 72 1
13 13 13 72 1
14 14 14 72 1
15 15 15 72 1
16 16 16 72 1
17 17 17 72 1
18 18 18 72 1
19 19 19 72 1
20 20 20 72 1
21 21 21 72 1
22 22 22 72 1
23 23 23 72 1
24 24 24 72 1
25 25 25 72 1
26 26 26 72 1
27 27 27 72 1
28 28 28 72 1
29 29 29 72 1
30 30 30 72 1
31 31 31 72 1
32 32 32 72 1
33 33 33 72 1
34 34 34 72 1
35 35 35 72 1
36 36 36 72 1
58 56 56 116 1
58 54 54 116 1
58 52 52 116 1
58 50 50 116 1
58 48 48 116 1
58 46 46 116 1
58 44 44 116 1
58 42 42 116 1
58 40 40 116 1
58 38 38 116 1
58 36 36 116 1
58 34 34 116 1
58 32 32 116 1
58 30 30 116 1
58 28 28 116 1
58 26 26 116 1
58 24 24 116 1
58 22 22 116 1
58 20 20 116 1
58 18 18 116 1
58 16 16 116 1
58 14 14 116 1
58 12 12 116 1
58 10 10 116 1
58 8 8 116 1
58 6 6 116 1
58 4 4 116 1
58 2 2 116 1
58 0 0 116 1
58 2 2 116 1
58 4 4 116 1
58 6 6 116 1
58 8 8 116 1
58 10 10 116 1
58 12 12 116 1
58 14 14 116 1
58 16 16 116 1
58 18 18 116 1
58 20 20 116 1
58 22 22 116 1
58 24 24 116 1
58 26 26 116 1
58 28 28 116 1
58 30 30 116 1
58 32 32 116 1
58 34 34 116 1
58 36 36 116 1
58 38 38 116 1
58 40 40 116 1
58 42 42 116 1
58 44 44 116 1
58 46 46 116 1
58 48 48 116 1
58 50 50 116 1
58 52 52 116 1
58 54 54 116 1
58 56 56 116 1
58 58 58 116 1
